#X		Y		Free		Pro
2.334375	-19.500000	9999999.000000	0.000000
2.334375	-18.500000	9999999.000000	0.000000
2.334375	-17.500000	9999999.000000	0.000000
2.334375	-16.500000	9999999.000000	0.000000
2.334375	-15.500000	9999999.000000	0.000000
2.334375	-14.500000	9999999.000000	0.000000
2.334375	-13.500000	9999999.000000	0.000000
2.334375	-12.500000	9999999.000000	0.000000
2.334375	-11.500000	9999999.000000	0.000000
2.334375	-10.500000	9999999.000000	0.000000
2.334375	-9.500000	9999999.000000	0.000000
2.334375	-8.500000	9999999.000000	0.000000
2.334375	-7.500000	9999999.000000	0.000000
2.334375	-6.500000	9999999.000000	0.000000
2.334375	-5.500000	9999999.000000	0.000000
2.334375	-4.500000	9999999.000000	0.000000
2.334375	-3.500000	9999999.000000	0.000000
2.334375	-2.500000	9999999.000000	0.000000
2.334375	-1.500000	9999999.000000	0.000000
2.334375	-0.500000	9999999.000000	0.000000
2.334375	0.500000	9999999.000000	0.000000
2.334375	1.500000	9999999.000000	0.000000
2.334375	2.500000	9999999.000000	0.000000
2.334375	3.500000	9999999.000000	0.000000
2.334375	4.500000	9999999.000000	0.000000
2.334375	5.500000	9999999.000000	0.000000
2.334375	6.500000	9999999.000000	0.000000
2.334375	7.500000	9999999.000000	0.000000
2.334375	8.500000	9999999.000000	0.000000
2.334375	9.500000	9999999.000000	0.000000
2.334375	10.500000	9999999.000000	0.000000
2.334375	11.500000	9999999.000000	0.000000
2.334375	12.500000	9999999.000000	0.000000
2.334375	13.500000	9999999.000000	0.000000
2.334375	14.500000	9999999.000000	0.000000
2.334375	15.500000	9999999.000000	0.000000
2.334375	16.500000	9999999.000000	0.000000
2.334375	17.500000	9999999.000000	0.000000
2.334375	18.500000	9999999.000000	0.000000
2.334375	19.500000	9999999.000000	0.000000

2.503125	-19.500000	9999999.000000	0.000000
2.503125	-18.500000	9999999.000000	0.000000
2.503125	-17.500000	13.682416	0.000000
2.503125	-16.500000	9.159133	0.000000
2.503125	-15.500000	5.652761	0.000001
2.503125	-14.500000	4.077348	0.000016
2.503125	-13.500000	3.852816	0.000024
2.503125	-12.500000	3.925131	0.000021
2.503125	-11.500000	3.738344	0.000029
2.503125	-10.500000	3.814327	0.000026
2.503125	-9.500000	3.753449	0.000028
2.503125	-8.500000	3.935325	0.000021
2.503125	-7.500000	3.670267	0.000033
2.503125	-6.500000	3.631958	0.000035
2.503125	-5.500000	3.786669	0.000027
2.503125	-4.500000	3.884801	0.000023
2.503125	-3.500000	3.827108	0.000025
2.503125	-2.500000	4.069968	0.000017
2.503125	-1.500000	3.798168	0.000026
2.503125	-0.500000	3.635996	0.000034
2.503125	0.500000	3.629540	0.000035
2.503125	1.500000	3.739103	0.000029
2.503125	2.500000	3.878527	0.000023
2.503125	3.500000	3.717421	0.000030
2.503125	4.500000	3.700660	0.000031
2.503125	5.500000	3.670594	0.000033
2.503125	6.500000	3.741103	0.000029
2.503125	7.500000	3.723825	0.000030
2.503125	8.500000	3.719454	0.000030
2.503125	9.500000	3.596557	0.000037
2.503125	10.500000	3.690799	0.000031
2.503125	11.500000	3.710037	0.000030
2.503125	12.500000	3.458958	0.000046
2.503125	13.500000	3.558917	0.000039
2.503125	14.500000	4.066093	0.000017
2.503125	15.500000	5.604386	0.000001
2.503125	16.500000	9.013172	0.000000
2.503125	17.500000	13.570536	0.000000
2.503125	18.500000	9999999.000000	0.000000
2.503125	19.500000	9999999.000000	0.000000

2.671875	-19.500000	9999999.000000	0.000000
2.671875	-18.500000	9999999.000000	0.000000
2.671875	-17.500000	10.954647	0.000000
2.671875	-16.500000	6.094196	0.000001
2.671875	-15.500000	2.424771	0.000264
2.671875	-14.500000	0.858066	0.003678
2.671875	-13.500000	0.541003	0.006268
2.671875	-12.500000	0.559265	0.006079
2.671875	-11.500000	0.544654	0.006230
2.671875	-10.500000	0.555265	0.006120
2.671875	-9.500000	0.558684	0.006085
2.671875	-8.500000	0.570852	0.005961
2.671875	-7.500000	0.559659	0.006075
2.671875	-6.500000	0.632746	0.005372
2.671875	-5.500000	0.625380	0.005439
2.671875	-4.500000	0.637402	0.005330
2.671875	-3.500000	0.634933	0.005353
2.671875	-2.500000	0.640910	0.005299
2.671875	-1.500000	0.607148	0.005609
2.671875	-0.500000	0.557252	0.006099
2.671875	0.500000	0.617246	0.005514
2.671875	1.500000	0.603198	0.005646
2.671875	2.500000	0.607443	0.005606
2.671875	3.500000	0.614588	0.005539
2.671875	4.500000	0.599314	0.005683
2.671875	5.500000	0.562820	0.006042
2.671875	6.500000	0.561802	0.006053
2.671875	7.500000	0.544530	0.006231
2.671875	8.500000	0.537262	0.006308
2.671875	9.500000	0.525492	0.006434
2.671875	10.500000	0.481216	0.006931
2.671875	11.500000	0.439463	0.007435
2.671875	12.500000	0.463414	0.007141
2.671875	13.500000	0.404729	0.007882
2.671875	14.500000	0.771924	0.004252
2.671875	15.500000	2.322662	0.000314
2.671875	16.500000	5.992215	0.000001
2.671875	17.500000	10.888662	0.000000
2.671875	18.500000	9999999.000000	0.000000
2.671875	19.500000	9999999.000000	0.000000

2.840625	-19.500000	9999999.000000	0.000000
2.840625	-18.500000	9999999.000000	0.000000
2.840625	-17.500000	10.912675	0.000000
2.840625	-16.500000	5.796051	0.000001
2.840625	-15.500000	2.022953	0.000519
2.840625	-14.500000	0.447486	0.007335
2.840625	-13.500000	0.151868	0.012057
2.840625	-12.500000	0.154126	0.012011
2.840625	-11.500000	0.101182	0.013129
2.840625	-10.500000	0.110506	0.012925
2.840625	-9.500000	0.137821	0.012345
2.840625	-8.500000	0.149243	0.012110
2.840625	-7.500000	0.141608	0.012266
2.840625	-6.500000	0.154563	0.012002
2.840625	-5.500000	0.197952	0.011158
2.840625	-4.500000	0.236402	0.010460
2.840625	-3.500000	0.190171	0.011305
2.840625	-2.500000	0.202898	0.011066
2.840625	-1.500000	0.171739	0.011661
2.840625	-0.500000	0.169851	0.011698
2.840625	0.500000	0.195389	0.011206
2.840625	1.500000	0.193330	0.011245
2.840625	2.500000	0.211489	0.010907
2.840625	3.500000	0.210064	0.010933
2.840625	4.500000	0.193132	0.011249
2.840625	5.500000	0.148746	0.012120
2.840625	6.500000	0.163341	0.011826
2.840625	7.500000	0.115082	0.012826
2.840625	8.500000	0.142736	0.012243
2.840625	9.500000	0.113379	0.012863
2.840625	10.500000	0.049956	0.014310
2.840625	11.500000	0.011183	0.015273
2.840625	12.500000	0.033737	0.014705
2.840625	13.500000	0.000000	0.015563
2.840625	14.500000	0.363483	0.008448
2.840625	15.500000	1.927160	0.000610
2.840625	16.500000	5.665491	0.000001
2.840625	17.500000	10.852161	0.000000
2.840625	18.500000	9999999.000000	0.000000
2.840625	19.500000	9999999.000000	0.000000

3.009375	-19.500000	9999999.000000	0.000000
3.009375	-18.500000	9999999.000000	0.000000
3.009375	-17.500000	11.811856	0.000000
3.009375	-16.500000	6.458885	0.000000
3.009375	-15.500000	2.643929	0.000183
3.009375	-14.500000	1.070535	0.002574
3.009375	-13.500000	0.761156	0.004329
3.009375	-12.500000	0.765162	0.004300
3.009375	-11.500000	0.757947	0.004353
